ip_id,brth_yr,act_strt_dt,no_of_dpnd_chl,cis_income,crn_bal,gnd_cd,mar_st_cd,ctf_tp_cd,ocp_cd
1786,1974.0,2013-01-28,0.0,40745.0,190988.0,2.0,2.0,5.0,2
1787,1975.0,2011-04-03,0.0,37871.0,500.0,1.0,1.0,6.0,3
1788,1977.0,2007-10-16,1.0,41358.0,500.0,1.0,3.0,4.0,5
1789,1973.0,2012-05-04,2.0,39558.0,150205.0,1.0,4.0,4.0,7
1790,1978.0,2016-05-25,0.0,41749.0,500.0,2.0,2.0,6.0,1
1791,1978.0,2011-10-12,0.0,45193.0,383906.0,2.0,1.0,1.0,9
1792,1983.0,2012-08-21,0.0,39108.0,40557.0,2.0,1.0,3.0,9
1793,1982.0,2011-01-23,0.0,38579.0,105359.0,1.0,1.0,5.0,9
1794,1981.0,2010-10-23,0.0,43914.0,500.0,1.0,4.0,1.0,7
1795,1979.0,2005-06-30,0.0,44303.0,484535.0,2.0,1.0,2.0,4
1796,1984.0,2005-06-29,1.0,47738.0,500.0,1.0,4.0,4.0,11
1797,1970.0,2018-02-13,0.0,37263.0,500.0,1.0,4.0,1.0,11
1798,1976.0,2006-02-12,0.0,44893.0,313848.0,1.0,4.0,6.0,9
1799,1990.0,2010-04-05,0.0,45404.0,311928.0,2.0,1.0,1.0,7
1800,1974.0,2012-06-30,2.0,38681.0,500.0,2.0,2.0,3.0,4
1801,1977.0,2009-01-10,0.0,44573.0,500.0,1.0,3.0,4.0,9
1802,1974.0,2007-07-27,1.0,37112.0,500.0,1.0,4.0,3.0,3
1803,1985.0,2010-07-02,1.0,46001.0,127178.0,1.0,4.0,1.0,12
1804,1975.0,2014-05-13,0.0,44575.0,500.0,2.0,3.0,5.0,8
1805,1972.0,2011-12-21,0.0,46535.0,500.0,2.0,4.0,2.0,11
1806,1981.0,2016-05-17,0.0,36823.0,500.0,1.0,1.0,2.0,12
1807,1984.0,2015-08-15,2.0,41979.0,389413.0,2.0,2.0,5.0,8
1808,1988.0,2010-08-16,0.0,37317.0,1107210.0,2.0,2.0,1.0,2
1809,1982.0,2009-11-18,1.0,46726.0,464334.0,1.0,2.0,3.0,2
1810,1983.0,2010-10-01,0.0,44037.0,212888.0,2.0,3.0,5.0,5
1811,1986.0,2006-07-03,0.0,40423.0,18812.0,1.0,3.0,5.0,6
1812,1973.0,2011-07-05,1.0,45473.0,500.0,1.0,2.0,5.0,4
1813,1980.0,2008-12-20,3.0,45910.0,500.0,2.0,1.0,4.0,7
1814,1980.0,2014-10-24,0.0,38087.0,288952.0,2.0,2.0,6.0,5
1815,1982.0,2005-09-13,1.0,34666.0,500.0,2.0,3.0,6.0,9
1816,1974.0,2014-04-21,1.0,43786.0,500.0,2.0,1.0,4.0,1
1817,1979.0,2011-10-30,1.0,45685.0,8478.0,2.0,2.0,5.0,5
1818,1974.0,2004-10-04,0.0,35743.0,500.0,1.0,3.0,6.0,5
1819,1981.0,2006-09-08,0.0,43504.0,135931.0,2.0,4.0,4.0,12
1820,1985.0,2010-04-02,0.0,39927.0,110127.0,2.0,4.0,1.0,9
1821,1975.0,2010-03-21,0.0,39314.0,607925.0,2.0,3.0,3.0,12
1822,1971.0,2008-10-05,0.0,43311.0,500.0,2.0,2.0,5.0,4
1823,1972.0,2010-07-22,0.0,47724.0,500.0,1.0,4.0,4.0,5
1824,1987.0,2009-02-06,0.0,39670.0,471261.0,1.0,4.0,1.0,12
1825,1979.0,2008-07-01,0.0,46740.0,305827.0,2.0,4.0,6.0,8
1826,1976.0,2016-10-07,0.0,36745.0,153550.0,2.0,1.0,1.0,4
1827,1973.0,2011-05-04,2.0,40137.0,500.0,2.0,1.0,6.0,5
1828,1981.0,2009-12-03,0.0,51447.0,497246.0,2.0,4.0,4.0,3
1829,1984.0,2003-03-26,1.0,43865.0,500.0,2.0,3.0,4.0,4
1830,1969.0,2010-01-23,0.0,45561.0,75066.0,2.0,4.0,4.0,6
1831,1986.0,2010-06-22,0.0,43119.0,500.0,1.0,1.0,4.0,3
1832,1977.0,2008-08-06,0.0,49114.0,44912.0,1.0,4.0,4.0,8
1833,1984.0,2014-05-30,3.0,40686.0,245034.0,2.0,2.0,3.0,8
1834,1976.0,2007-12-26,0.0,39259.0,500.0,1.0,4.0,3.0,8
1835,1979.0,2009-12-31,0.0,42114.0,500.0,1.0,4.0,4.0,5
1836,1978.0,2009-07-21,0.0,45979.0,386531.0,2.0,2.0,1.0,8
1837,1982.0,2006-09-26,0.0,48948.0,500.0,2.0,1.0,6.0,9
1838,1991.0,2008-01-12,0.0,43622.0,500.0,1.0,3.0,4.0,4
1839,1982.0,2014-02-15,0.0,40426.0,500.0,2.0,4.0,2.0,7
1840,1982.0,2012-07-07,0.0,45644.0,476345.0,1.0,4.0,5.0,11
1841,1974.0,2007-12-22,0.0,49520.0,500.0,2.0,4.0,1.0,4
1842,1978.0,2010-08-21,0.0,41211.0,384887.0,2.0,3.0,3.0,2
1843,1976.0,2011-03-01,0.0,42993.0,238150.0,2.0,4.0,1.0,9
1844,1971.0,2010-03-31,0.0,46574.0,500.0,2.0,1.0,1.0,8
1845,1981.0,2008-06-26,2.0,41520.0,586650.0,2.0,4.0,1.0,12
1846,1977.0,2004-10-07,0.0,43619.0,288098.0,2.0,1.0,1.0,11
1847,1977.0,2010-11-07,0.0,33893.0,494893.0,2.0,2.0,4.0,7
1848,1978.0,2010-01-08,0.0,42469.0,352897.0,2.0,2.0,3.0,11
1849,1982.0,2009-03-04,0.0,40219.0,500.0,2.0,4.0,3.0,7
1850,1983.0,2007-11-01,0.0,44209.0,500.0,2.0,2.0,3.0,8
1851,1979.0,2011-01-11,1.0,45298.0,783189.0,1.0,1.0,4.0,4
1852,1974.0,2011-06-04,2.0,44073.0,624584.0,2.0,2.0,2.0,8
1853,1979.0,2008-06-03,0.0,42501.0,445073.0,1.0,2.0,6.0,1
1854,1986.0,2011-01-09,1.0,42930.0,500.0,2.0,1.0,1.0,6
1855,1976.0,2016-03-12,0.0,43074.0,235724.0,1.0,1.0,1.0,9
1856,1978.0,2012-04-07,0.0,45295.0,967778.0,2.0,4.0,4.0,9
1857,1979.0,2015-03-07,0.0,41823.0,500.0,1.0,4.0,3.0,9
1858,1987.0,2008-04-02,0.0,42439.0,500.0,2.0,4.0,4.0,1
1859,1986.0,2013-05-05,1.0,46530.0,500.0,2.0,1.0,4.0,4
1860,1988.0,2010-10-23,0.0,40767.0,500.0,1.0,1.0,6.0,6
1861,1977.0,2012-08-02,0.0,43775.0,500.0,2.0,2.0,5.0,2
1862,1977.0,2010-02-28,0.0,44081.0,500.0,1.0,4.0,6.0,2
1863,1985.0,2008-11-19,0.0,39213.0,674146.0,1.0,2.0,1.0,5
1864,1974.0,2013-03-28,0.0,38739.0,89757.0,2.0,4.0,6.0,4
1865,1977.0,2007-08-18,0.0,43631.0,500.0,2.0,2.0,6.0,8
1866,1980.0,2006-01-06,0.0,46476.0,184784.0,1.0,3.0,3.0,2
1867,1983.0,2010-07-25,0.0,48596.0,359710.0,1.0,2.0,1.0,7
1868,1979.0,2009-04-13,0.0,37881.0,500.0,1.0,1.0,2.0,8
1869,1975.0,2011-02-16,0.0,47448.0,107214.0,1.0,2.0,1.0,3
1870,1981.0,2007-08-31,2.0,40497.0,403118.0,1.0,2.0,2.0,11
1871,1979.0,2008-08-10,0.0,40458.0,991517.0,1.0,1.0,5.0,2
1872,1976.0,2008-04-23,1.0,45358.0,500.0,1.0,1.0,6.0,12
1873,1978.0,2013-04-22,0.0,45155.0,1054680.0,1.0,1.0,1.0,9
1874,1977.0,2007-06-01,0.0,45611.0,613294.0,2.0,4.0,1.0,5
1875,1979.0,2003-06-09,0.0,33773.0,379474.0,1.0,3.0,6.0,12
1876,1982.0,2011-06-20,1.0,45953.0,257627.0,1.0,1.0,3.0,11
1877,1988.0,2012-05-21,2.0,44621.0,1715511.0,2.0,2.0,4.0,12
1878,1983.0,2012-01-18,0.0,42734.0,555136.0,1.0,4.0,1.0,2
1879,1972.0,2007-01-18,0.0,41532.0,279089.0,2.0,4.0,1.0,8
1880,1979.0,2008-06-08,0.0,40255.0,500.0,2.0,3.0,6.0,3
1881,1977.0,2005-08-08,0.0,42035.0,500.0,2.0,2.0,3.0,7
1882,1978.0,2006-04-24,0.0,39364.0,500.0,2.0,4.0,5.0,4
1883,1988.0,2010-07-29,1.0,39102.0,16115.0,2.0,3.0,6.0,8
1884,1990.0,2012-05-17,0.0,39166.0,1282332.0,1.0,1.0,3.0,1
1885,1984.0,2009-11-12,0.0,45762.0,409244.0,2.0,3.0,4.0,2
1886,1981.0,2013-01-13,0.0,39896.0,1356073.0,1.0,4.0,1.0,11
1887,1980.0,2007-03-11,1.0,36697.0,500.0,1.0,4.0,3.0,4
1888,1989.0,2013-08-12,0.0,44217.0,276795.0,1.0,4.0,6.0,8
1889,1983.0,2015-09-04,0.0,48427.0,607121.0,2.0,4.0,3.0,4
1890,1973.0,2011-10-25,0.0,46830.0,1280772.0,2.0,3.0,4.0,7
1891,1981.0,2008-04-11,1.0,32204.0,500.0,1.0,4.0,6.0,7
1892,1978.0,2009-11-26,0.0,43413.0,160914.0,2.0,1.0,3.0,2
1893,1983.0,2011-08-11,0.0,44609.0,578478.0,2.0,3.0,2.0,1
1894,1973.0,2007-11-19,0.0,42429.0,498530.0,1.0,2.0,6.0,12
1895,1987.0,2008-02-15,0.0,39237.0,500.0,1.0,4.0,2.0,4
1896,1979.0,2011-06-18,0.0,44175.0,500.0,1.0,3.0,5.0,2
1897,1976.0,2010-06-01,0.0,43603.0,500.0,2.0,3.0,6.0,7
1898,1974.0,2008-12-19,1.0,52818.0,1209129.0,1.0,3.0,4.0,3
1899,1980.0,2008-05-25,0.0,42563.0,989905.0,2.0,4.0,1.0,4
1900,1983.0,2011-08-13,0.0,38146.0,153916.0,2.0,3.0,5.0,2
1901,1980.0,2011-10-09,0.0,40771.0,500.0,1.0,3.0,5.0,8
1902,1987.0,2010-12-05,0.0,44322.0,500.0,1.0,2.0,6.0,1
1903,1982.0,2015-08-28,0.0,54238.0,964764.0,2.0,1.0,1.0,9
1904,1981.0,2011-02-28,0.0,32993.0,384435.0,2.0,3.0,2.0,12
1905,1985.0,2013-07-12,0.0,39553.0,612903.0,1.0,3.0,5.0,2
1906,1982.0,2007-07-02,0.0,37335.0,500.0,2.0,3.0,3.0,8
1907,1981.0,2007-12-26,0.0,43662.0,1032632.0,1.0,3.0,2.0,5
1908,1981.0,2004-06-11,0.0,41757.0,500.0,1.0,1.0,6.0,1
1909,1984.0,2003-05-02,1.0,43470.0,500.0,2.0,3.0,5.0,12
1910,1969.0,2011-06-16,0.0,45001.0,939953.0,1.0,1.0,1.0,5
1911,1980.0,2010-04-23,0.0,45870.0,797344.0,1.0,1.0,2.0,7
1912,1978.0,2010-06-23,0.0,40397.0,568383.0,1.0,3.0,3.0,7
1913,1988.0,2010-12-01,1.0,41852.0,952323.0,1.0,4.0,3.0,11
1914,1980.0,2010-01-19,0.0,50287.0,106824.0,2.0,2.0,3.0,12
1915,1976.0,2009-12-31,0.0,45915.0,500.0,2.0,3.0,2.0,2
1916,1978.0,2009-12-05,0.0,41644.0,63843.0,2.0,4.0,5.0,2
1917,1974.0,2011-06-08,0.0,41355.0,411773.0,1.0,3.0,2.0,1
1918,1989.0,2011-10-03,0.0,38793.0,500.0,1.0,3.0,3.0,9
1919,1974.0,2013-06-18,0.0,44201.0,270627.0,1.0,4.0,5.0,12
1920,1985.0,2009-01-10,0.0,44257.0,500.0,1.0,1.0,1.0,2
1921,1981.0,2009-01-09,1.0,39385.0,245965.0,2.0,4.0,2.0,5
1922,1977.0,2013-05-12,0.0,35999.0,500.0,1.0,2.0,1.0,9
1923,1981.0,2008-12-30,0.0,40826.0,121945.0,1.0,4.0,6.0,9
1924,1976.0,2006-02-09,0.0,49520.0,500.0,1.0,3.0,5.0,9
1925,1979.0,2006-12-21,0.0,50438.0,291684.0,2.0,3.0,5.0,4
1926,1973.0,2013-08-30,0.0,38594.0,104659.0,1.0,4.0,5.0,11
1927,1981.0,2013-03-21,0.0,32682.0,833348.0,2.0,1.0,2.0,5
1928,1982.0,2010-11-19,0.0,36332.0,500.0,2.0,1.0,3.0,8
1929,1985.0,2016-06-28,0.0,40456.0,500.0,1.0,3.0,6.0,3
1930,1981.0,2011-06-29,0.0,47951.0,500.0,1.0,3.0,1.0,11
1931,1986.0,2006-11-04,2.0,41248.0,87996.0,1.0,3.0,6.0,12
1932,1976.0,2014-01-30,2.0,45730.0,375752.0,2.0,2.0,3.0,7
1933,1980.0,2005-12-16,0.0,44194.0,266142.0,1.0,3.0,5.0,4
1934,1981.0,2014-02-20,0.0,34770.0,67517.0,1.0,1.0,1.0,9
1935,1971.0,2014-03-17,0.0,44709.0,714145.0,2.0,1.0,2.0,2
1936,1980.0,2003-12-01,0.0,41879.0,500.0,2.0,2.0,2.0,12
1937,1980.0,2010-08-14,0.0,43115.0,500.0,2.0,4.0,4.0,1
1938,1975.0,2011-09-16,0.0,37895.0,330531.0,1.0,3.0,1.0,4
1939,1982.0,2005-07-06,0.0,40007.0,318576.0,1.0,4.0,6.0,4
1940,1981.0,2006-08-18,0.0,41613.0,500.0,2.0,1.0,1.0,2
1941,1980.0,2009-12-29,0.0,41528.0,879913.0,2.0,1.0,2.0,6
1942,1981.0,2015-08-05,0.0,47968.0,500.0,2.0,1.0,6.0,5
1943,1981.0,2013-06-03,0.0,38337.0,429794.0,2.0,3.0,3.0,6
1944,1978.0,2010-02-04,0.0,38300.0,4783.0,1.0,3.0,1.0,5
1945,1976.0,2012-05-25,0.0,43902.0,500.0,1.0,2.0,5.0,5
1946,1979.0,2014-08-19,0.0,32819.0,745858.0,2.0,2.0,2.0,3
1947,1977.0,2008-02-23,0.0,40857.0,500.0,2.0,4.0,3.0,7
1948,1981.0,2010-08-29,1.0,45768.0,500.0,1.0,4.0,3.0,2
1949,1971.0,2003-08-29,2.0,45470.0,447623.0,2.0,1.0,3.0,8
1950,1985.0,2011-01-13,1.0,33780.0,500.0,1.0,4.0,5.0,12
1951,1973.0,2013-12-30,2.0,43811.0,649828.0,2.0,1.0,6.0,11
1952,1975.0,2008-06-28,0.0,40317.0,761193.0,2.0,3.0,5.0,8
1953,1978.0,2008-07-29,0.0,42628.0,500.0,1.0,4.0,6.0,7
1954,1980.0,2005-11-10,1.0,45949.0,283164.0,2.0,2.0,6.0,7
1955,1982.0,2014-02-19,0.0,39664.0,201835.0,1.0,4.0,4.0,12
1956,1975.0,2009-04-07,0.0,53576.0,500.0,1.0,4.0,6.0,9
1957,1981.0,2007-02-03,0.0,44199.0,664712.0,2.0,4.0,3.0,2
1958,1983.0,2010-07-02,0.0,42090.0,1097798.0,1.0,3.0,5.0,4
1959,1978.0,2010-07-26,1.0,46492.0,500.0,2.0,3.0,2.0,1
1960,1980.0,2011-02-18,1.0,30990.0,369767.0,2.0,3.0,5.0,3
1961,1977.0,2008-04-16,1.0,42053.0,89505.0,2.0,4.0,4.0,7
1962,1978.0,2013-11-06,0.0,36355.0,170583.0,2.0,1.0,2.0,8
1963,1980.0,2011-03-24,0.0,50027.0,2078079.0,1.0,2.0,2.0,7
1964,1982.0,2012-10-30,1.0,46957.0,500.0,1.0,3.0,6.0,6
1965,1979.0,2010-10-12,0.0,47317.0,1373567.0,1.0,1.0,1.0,1
1966,1987.0,2008-09-02,0.0,41301.0,500.0,2.0,3.0,6.0,2
1967,1987.0,2007-08-30,0.0,47109.0,602216.0,2.0,4.0,3.0,7
1968,1975.0,2015-03-13,0.0,48248.0,1460594.0,2.0,4.0,4.0,1
1969,1983.0,2011-03-24,2.0,41351.0,84471.0,2.0,1.0,1.0,7
1970,1982.0,2011-10-25,0.0,40490.0,468273.0,1.0,3.0,4.0,11
1971,1976.0,2012-07-07,0.0,47240.0,500.0,2.0,1.0,2.0,12
1972,1980.0,2009-12-26,0.0,44293.0,417055.0,1.0,1.0,5.0,2
1973,1975.0,2012-11-02,2.0,48349.0,86413.0,2.0,1.0,6.0,3
1974,1981.0,2010-02-12,0.0,42193.0,500.0,1.0,2.0,4.0,7
1975,1978.0,2010-02-09,1.0,44406.0,500.0,1.0,1.0,2.0,12
1976,1980.0,2010-03-26,0.0,42864.0,377113.0,2.0,3.0,4.0,6
1977,1976.0,2006-05-31,0.0,41467.0,394518.0,2.0,3.0,5.0,11
1978,1975.0,2008-04-24,0.0,35517.0,500.0,1.0,1.0,5.0,1
1979,1971.0,2015-02-28,1.0,39030.0,751187.0,1.0,3.0,4.0,6
1980,1974.0,2010-08-29,0.0,42159.0,151614.0,1.0,4.0,1.0,6
1981,1974.0,2007-05-11,1.0,43348.0,500.0,1.0,2.0,1.0,1
1982,1978.0,2011-10-16,1.0,40564.0,1276636.0,2.0,1.0,3.0,12
1983,1972.0,2009-11-13,0.0,46715.0,327852.0,2.0,3.0,2.0,7
1984,1983.0,2005-03-29,0.0,44383.0,500.0,1.0,4.0,4.0,8
1985,1976.0,2006-04-09,0.0,40773.0,500.0,2.0,4.0,4.0,6
1986,1972.0,2010-08-12,0.0,46152.0,500.0,1.0,2.0,6.0,11
1987,1979.0,2013-04-14,0.0,40585.0,634361.0,1.0,2.0,3.0,7
1988,1980.0,2015-04-07,0.0,43414.0,500.0,2.0,1.0,4.0,3
1989,1979.0,2009-09-25,0.0,43126.0,503133.0,2.0,3.0,5.0,2
1990,1978.0,2008-05-22,2.0,34379.0,140368.0,1.0,1.0,3.0,4
1991,1979.0,2008-11-30,1.0,46207.0,500.0,1.0,3.0,5.0,4
1992,1976.0,2010-03-11,0.0,39276.0,500.0,1.0,4.0,1.0,8
1993,1987.0,2003-09-05,0.0,43191.0,274255.0,2.0,2.0,4.0,9
1994,1986.0,2010-05-05,1.0,46099.0,692153.0,1.0,4.0,1.0,5
1995,1979.0,2009-03-10,1.0,40661.0,776504.0,2.0,1.0,3.0,3
1996,1982.0,2014-09-23,1.0,44853.0,500.0,1.0,4.0,6.0,11
1997,1974.0,2014-02-18,0.0,36008.0,500.0,1.0,1.0,3.0,3
1998,1975.0,2011-12-12,0.0,39492.0,500.0,2.0,4.0,1.0,11
1999,1981.0,2011-10-09,0.0,39797.0,500.0,2.0,1.0,6.0,12
2000,1967.0,2011-10-11,0.0,41793.0,500.0,1.0,1.0,2.0,6
2001,1978.0,2011-11-27,2.0,42437.0,500.0,1.0,1.0,1.0,4
2002,1979.0,2010-10-08,0.0,41310.0,500.0,2.0,1.0,4.0,9
2003,1985.0,2013-01-13,0.0,36433.0,661612.0,2.0,3.0,6.0,11
2004,1974.0,2010-11-22,0.0,43159.0,408786.0,1.0,4.0,3.0,9
2005,1973.0,2012-08-06,0.0,46388.0,500.0,1.0,4.0,5.0,9
2006,1976.0,2009-11-04,0.0,47932.0,686707.0,1.0,1.0,4.0,4
2007,1968.0,2011-07-17,0.0,40695.0,500.0,1.0,1.0,5.0,2
2008,1976.0,2008-09-13,0.0,51245.0,500.0,1.0,1.0,3.0,12
2009,1979.0,2010-06-17,0.0,49516.0,830037.0,1.0,2.0,6.0,6
2010,1976.0,2012-11-23,2.0,41020.0,333537.0,2.0,3.0,4.0,3
2011,1983.0,2007-03-27,2.0,41609.0,664.0,1.0,3.0,2.0,3
2012,1981.0,2003-12-29,1.0,40623.0,740361.0,1.0,1.0,3.0,5
2013,1984.0,2005-06-24,0.0,43469.0,90774.0,2.0,3.0,4.0,3
2014,1989.0,2009-02-09,1.0,47290.0,500.0,1.0,3.0,1.0,1
2015,1973.0,2004-12-05,1.0,41485.0,500.0,1.0,3.0,5.0,2
2016,1976.0,2012-05-06,0.0,44784.0,311888.0,2.0,4.0,3.0,2
2017,1976.0,2014-07-18,3.0,42624.0,500.0,2.0,2.0,2.0,12
2018,1969.0,2009-02-03,2.0,39807.0,348360.0,2.0,3.0,3.0,11
2019,1983.0,2012-05-06,0.0,38568.0,500.0,1.0,4.0,5.0,6
2020,1982.0,2011-09-22,1.0,46996.0,871077.0,2.0,1.0,4.0,9
2021,1977.0,2009-06-07,1.0,40170.0,38820.0,2.0,1.0,3.0,6
2022,1981.0,2008-12-18,0.0,47915.0,500.0,1.0,2.0,6.0,1
2023,1982.0,2010-07-30,0.0,41506.0,1285353.0,1.0,1.0,4.0,3
2024,1971.0,2014-05-02,0.0,42982.0,500.0,1.0,3.0,5.0,2
2025,1983.0,2009-05-08,1.0,46706.0,865545.0,2.0,3.0,4.0,11
2026,1976.0,2015-05-15,1.0,36279.0,128189.0,1.0,2.0,3.0,3
2027,1980.0,2013-06-22,0.0,44359.0,500.0,1.0,2.0,2.0,6
2028,1991.0,2012-08-31,0.0,38608.0,500.0,2.0,1.0,2.0,1
2029,1983.0,2016-09-05,0.0,45798.0,500.0,2.0,3.0,6.0,3
2030,1978.0,2010-05-31,1.0,50138.0,500.0,1.0,2.0,2.0,11
2031,1980.0,2008-03-06,2.0,46502.0,59241.0,1.0,3.0,6.0,7
2032,1981.0,2015-03-05,0.0,34350.0,500.0,1.0,4.0,1.0,1
2033,1970.0,2006-11-17,0.0,41897.0,141668.0,2.0,1.0,5.0,2
2034,1978.0,2011-06-27,0.0,43972.0,82516.0,1.0,1.0,5.0,6
2035,1976.0,2004-10-06,0.0,35404.0,500.0,1.0,2.0,1.0,5
2036,1983.0,2008-04-17,0.0,42035.0,500.0,1.0,4.0,3.0,11
2037,1980.0,2011-01-27,0.0,51398.0,500.0,1.0,3.0,3.0,4
2038,1978.0,2008-10-21,0.0,40932.0,620622.0,1.0,1.0,2.0,12
2039,1982.0,2010-06-02,0.0,40882.0,548005.0,2.0,3.0,5.0,12
2040,1980.0,2014-01-21,0.0,39137.0,500.0,2.0,4.0,4.0,2
2041,1976.0,2012-01-05,1.0,37340.0,500.0,1.0,3.0,2.0,11
2042,1973.0,2008-03-16,0.0,39784.0,281753.0,2.0,1.0,6.0,2
2043,1975.0,2010-04-13,0.0,43347.0,500.0,2.0,4.0,3.0,11
2044,1979.0,2012-01-22,0.0,45758.0,813172.0,1.0,2.0,1.0,11
2045,1975.0,2009-10-08,0.0,44130.0,500.0,1.0,3.0,1.0,2
2046,1979.0,2013-01-18,0.0,40664.0,500.0,2.0,1.0,6.0,6
2047,1980.0,2013-07-05,1.0,43399.0,54675.0,1.0,2.0,2.0,2
2048,1984.0,2003-09-05,0.0,52740.0,500.0,2.0,3.0,1.0,1
2049,1979.0,2013-02-13,0.0,38053.0,563621.0,2.0,2.0,3.0,11
2050,1971.0,2016-12-01,0.0,41600.0,453978.0,2.0,2.0,4.0,4
2051,1986.0,2013-12-31,0.0,44114.0,500.0,2.0,1.0,5.0,5
2052,1978.0,2006-03-27,0.0,35567.0,1142501.0,1.0,1.0,2.0,11
2053,1982.0,2009-01-12,0.0,42324.0,500.0,1.0,4.0,6.0,1
2054,1971.0,2007-05-15,0.0,40694.0,500.0,1.0,1.0,4.0,2
2055,1985.0,2012-11-25,0.0,43712.0,81673.0,2.0,3.0,2.0,8
2056,1976.0,2007-11-03,0.0,45493.0,365531.0,1.0,1.0,2.0,8
2057,1977.0,2013-12-11,0.0,42824.0,69078.0,2.0,1.0,6.0,8
2058,1986.0,2010-03-29,0.0,43344.0,473404.0,1.0,2.0,3.0,9
2059,1973.0,2011-03-02,1.0,41195.0,500.0,2.0,3.0,5.0,4
2060,1979.0,2008-08-17,0.0,35858.0,500.0,2.0,3.0,5.0,8
2061,1986.0,2008-06-26,1.0,42190.0,78290.0,1.0,4.0,2.0,9
2062,1972.0,2007-12-15,0.0,42918.0,584172.0,1.0,3.0,1.0,1
2063,1982.0,2012-06-23,0.0,38577.0,500.0,2.0,4.0,1.0,7
2064,1976.0,2012-08-30,1.0,43987.0,500.0,1.0,1.0,1.0,11
2065,1971.0,2014-07-30,2.0,44380.0,795915.0,2.0,2.0,3.0,6
2066,1983.0,2014-10-23,0.0,42718.0,500.0,2.0,1.0,6.0,9
2067,1981.0,2009-03-27,1.0,49919.0,500.0,2.0,4.0,1.0,11
2068,1974.0,2011-10-04,0.0,39488.0,1071746.0,2.0,3.0,2.0,3
2069,1982.0,2012-12-26,0.0,40601.0,103194.0,1.0,4.0,5.0,6
2070,1984.0,2008-01-10,0.0,44960.0,500.0,1.0,3.0,1.0,5
2071,1981.0,2011-02-12,0.0,43256.0,52405.0,2.0,3.0,3.0,12
2072,1974.0,2014-02-10,1.0,43368.0,447416.0,1.0,1.0,6.0,1
2073,1980.0,2007-09-30,0.0,32839.0,500.0,1.0,4.0,6.0,12
2074,1982.0,2009-11-23,0.0,39964.0,500.0,2.0,2.0,6.0,8
2075,1974.0,2011-09-09,0.0,42671.0,500.0,1.0,4.0,4.0,2
2076,1979.0,2007-11-02,0.0,40200.0,500.0,1.0,3.0,5.0,8
2077,1985.0,2008-02-01,0.0,38254.0,500.0,1.0,1.0,4.0,2
2078,1979.0,2011-03-12,1.0,42770.0,500.0,2.0,3.0,2.0,2
2079,1983.0,2009-06-27,0.0,36335.0,485446.0,2.0,3.0,4.0,1
2080,1980.0,2007-03-31,0.0,36962.0,713791.0,1.0,4.0,6.0,9
2081,1977.0,2007-06-05,0.0,41359.0,586787.0,1.0,3.0,2.0,7
2082,1980.0,2012-01-30,0.0,42608.0,98287.0,2.0,3.0,2.0,11
2083,1978.0,2010-07-03,0.0,39858.0,500.0,2.0,2.0,4.0,8
2084,1980.0,2014-06-10,0.0,47732.0,500.0,1.0,1.0,3.0,5
2085,1979.0,2009-10-08,0.0,42582.0,683205.0,1.0,1.0,2.0,3
2086,1981.0,2008-10-25,0.0,49499.0,500.0,1.0,2.0,1.0,12
2087,1981.0,2006-11-05,0.0,38418.0,853877.0,1.0,2.0,6.0,4
2088,1983.0,2009-12-24,1.0,41746.0,28066.0,1.0,4.0,6.0,8
2089,1973.0,2015-10-21,0.0,43486.0,282115.0,1.0,2.0,2.0,9
2090,1978.0,2010-06-01,0.0,41361.0,1184916.0,2.0,4.0,3.0,6
2091,1977.0,2005-07-07,0.0,41407.0,500.0,2.0,4.0,5.0,1
2092,1972.0,2015-10-21,0.0,40370.0,583897.0,2.0,4.0,3.0,1
2093,1966.0,2013-06-21,1.0,36704.0,572239.0,1.0,3.0,3.0,2
2094,1978.0,2007-04-08,0.0,40820.0,500.0,1.0,4.0,6.0,11
2095,1972.0,2009-01-30,0.0,33981.0,817980.0,1.0,3.0,2.0,11
2096,1981.0,2011-08-09,1.0,45849.0,500.0,1.0,2.0,3.0,11
2097,1981.0,2008-07-09,0.0,50060.0,500.0,2.0,4.0,5.0,2
2098,1979.0,2013-02-16,2.0,44560.0,70644.0,1.0,2.0,1.0,8
2099,1988.0,2012-11-24,1.0,48796.0,786737.0,1.0,4.0,1.0,3
2100,1977.0,2009-04-14,0.0,40211.0,320656.0,1.0,1.0,3.0,11
2101,1979.0,2012-04-03,0.0,39370.0,500.0,2.0,3.0,4.0,9
2102,1980.0,2010-08-05,0.0,43624.0,750059.0,1.0,2.0,3.0,8
2103,1982.0,2008-01-26,0.0,40979.0,1210201.0,1.0,3.0,3.0,2
2104,1978.0,2010-09-12,0.0,50142.0,487957.0,1.0,1.0,4.0,6
2105,1981.0,2011-09-03,0.0,45458.0,500.0,2.0,4.0,4.0,11
2106,1989.0,2007-12-02,3.0,47885.0,541154.0,1.0,3.0,4.0,4
2107,1978.0,2008-04-11,0.0,43169.0,500.0,1.0,2.0,3.0,8
2108,1990.0,2008-12-29,0.0,44484.0,1009290.0,2.0,1.0,6.0,3
2109,1983.0,2010-02-20,1.0,39628.0,207544.0,2.0,3.0,5.0,11
2110,1983.0,2011-09-11,0.0,45742.0,41130.0,1.0,3.0,4.0,11
2111,1991.0,2008-10-28,0.0,37992.0,975999.0,1.0,3.0,5.0,1
