ip_id,prov
1608,กาฬสินธุ์                               
1608,ขอนแก่น                                 
1609,สุรินทร์                                
1610,ตาก                                     
1613,ตราด                                    
1613,ระนอง                                   
1615,ลำพูน                                   
1616,ตราด                                    
1618,สมุทรสาคร                               
1621,ปราจีนบุรี                              
1622,อุดรธานี                                
1623,พังงา                                   
1623,ภูเก็ต                                  
1624,ปัตตานี                                 
1624,ยโสธร                                   
1630,ปัตตานี                                 
1630,ราชบุรี                                 
1631,ภูเก็ต                                  
1633,อ่างทอง                                 
1634,อุดรธานี                                
1636,ระนอง                                   
1637,บุรีรัมย์                               
1638,ลำพูน                                   
1640,ระนอง                                   
1643,ตราด                                    
1646,ลำพูน                                   
1648,สมุทรสาคร                               
1649,หนองบัวลำภู                             
1650,ยโสธร                                   
1651,นครนายก                                 
1653,นนทบุรี                                 
1654,กำแพงเพชร                               
1655,บึงกาฬ                                  
1658,ยโสธร                                   
1659,สมุทรปราการ                             
1660,สมุทรสาคร                               
1664,ชลบุรี                                  
1667,บึงกาฬ                                  
1670,ตรัง                                    
1671,พังงา                                   
1671,พิษณุโลก                                
1673,หนองบัวลำภู                             
1675,ภูเก็ต                                  
1676,นนทบุรี                                 
1677,นครพนม                                  
1677,นนทบุรี                                 
1679,นครนายก                                 
1679,บึงกาฬ                                  
1683,สมุทรปราการ                             
1687,นราธิวาส                                
1687,มุกดาหาร                                
1689,พะเยา                                   
1691,นครปฐม                                  
1691,นครพนม                                  
1692,ปัตตานี                                 
1693,นครนายก                                 
1695,ลำพูน                                   
1695,อุดรธานี                                
1696,สระแก้ว                                 
1696,อ่างทอง                                 
1697,บึงกาฬ                                  
1698,กาฬสินธุ์                               
1698,ระยอง                                   
1699,ระยอง                                   
1701,สุรินทร์                                
1702,สุราษฎร์ธานี                            
1703,นครนายก                                 
1706,ระนอง                                   
1706,สุราษฎร์ธานี                            
1708,นครปฐม                                  
1710,เพชรบูรณ์                               
1711,ราชบุรี                                 
1711,ลำปาง                                   
1711,สมุทรปราการ                             
1712,พังงา                                   
1716,กำแพงเพชร                               
1720,ปทุมธานี                                
1720,ลำปาง                                   
1722,นครพนม                                  
1722,ลำพูน                                   
1724,นครปฐม                                  
1725,ขอนแก่น                                 
1725,นราธิวาส                                
1730,มุกดาหาร                                
1732,ปราจีนบุรี                              
1733,ตรัง                                    
1733,นครราชสีมา                              
1734,พิษณุโลก                                
1736,ระยอง                                   
1736,สมุทรสาคร                               
1737,ลำปาง                                   
1740,สระแก้ว                                 
1741,นครนายก                                 
1743,นราธิวาส                                
1744,มุกดาหาร                                
1748,แม่ฮ่องสอน                              
1752,นครราชสีมา                              
1755,ขอนแก่น                                 
1756,นครปฐม                                  
1758,กระบี่                                  
1759,ลำพูน                                   
1772,ลำพูน                                   
1773,ปราจีนบุรี                              
1775,ระยอง                                   
1777,สิงห์บุรี                               
1778,สมุทรปราการ                             
1779,ภูเก็ต                                  
1779,ลำปาง                                   
1779,เชียงราย                                
1780,สระแก้ว                                 
1780,สุราษฎร์ธานี                            
1781,นนทบุรี                                 
1785,ตาก                                     
1785,บุรีรัมย์                               
1786,สุรินทร์                                
1787,พิษณุโลก                                
1787,ลำปาง                                   
1787,ลำพูน                                   
1789,นราธิวาส                                
1790,พะเยา                                   
1791,กำแพงเพชร                               
1791,เพชรบูรณ์                               
1792,กาฬสินธุ์                               
1795,นราธิวาส                                
1795,ปราจีนบุรี                              
1796,พิษณุโลก                                
1796,ภูเก็ต                                  
1799,ปทุมธานี                                
1801,อ่างทอง                                 
1803,แม่ฮ่องสอน                              
1804,ตาก                                     
1806,ปัตตานี                                 
1807,ระยอง                                   
1809,เชียงราย                                
1811,นราธิวาส                                
1811,สมุทรสาคร                               
1813,นครนายก                                 
1813,แม่ฮ่องสอน                              
1817,ราชบุรี                                 
1818,นครปฐม                                  
1819,ตรัง                                    
1821,ราชบุรี                                 
1824,กำแพงเพชร                               
1826,ภูเก็ต                                  
1827,ลำปาง                                   
1828,อุดรธานี                                
1829,ปราจีนบุรี                              
1829,ระนอง                                   
1830,กำแพงเพชร                               
1830,พังงา                                   
1831,กาฬสินธุ์                               
1832,สุราษฎร์ธานี                            
1833,นครพนม                                  
1834,นครนายก                                 
1834,หนองบัวลำภู                             
1835,นราธิวาส                                
1835,ปทุมธานี                                
1836,สระแก้ว                                 
1837,กระบี่                                  
1843,กาฬสินธุ์                               
1844,สิงห์บุรี                               
1844,เชียงราย                                
1846,ยโสธร                                   
1846,ลำพูน                                   
1850,หนองบัวลำภู                             
1853,มุกดาหาร                                
1855,แม่ฮ่องสอน                              
1856,กระบี่                                  
1856,ขอนแก่น                                 
1856,หนองบัวลำภู                             
1856,อ่างทอง                                 
1857,สุรินทร์                                
1858,ภูเก็ต                                  
1859,นนทบุรี                                 
1860,ปทุมธานี                                
1862,สุราษฎร์ธานี                            
1864,ตราด                                    
1865,ราชบุรี                                 
1866,เชียงราย                                
1868,ลำปาง                                   
1868,สระแก้ว                                 
1868,อุดรธานี                                
1869,กระบี่                                  
1869,มุกดาหาร                                
1870,นครปฐม                                  
1872,ระยอง                                   
1876,พิษณุโลก                                
1879,อุตรดิตถ์                               
1881,ชลบุรี                                  
1883,สระแก้ว                                 
1886,กาฬสินธุ์                               
1890,ระยอง                                   
1890,สระแก้ว                                 
1891,พิษณุโลก                                
1897,บึงกาฬ                                  
1898,นครนายก                                 
1898,นครราชสีมา                              
1899,นนทบุรี                                 
1899,พังงา                                   
1901,ตรัง                                    
1902,เพชรบูรณ์                               
1902,แม่ฮ่องสอน                              
1905,ขอนแก่น                                 
1908,กาฬสินธุ์                               
1908,สระแก้ว                                 
1915,พะเยา                                   
1916,สิงห์บุรี                               
1918,นครราชสีมา                              
1918,บุรีรัมย์                               
1919,กาฬสินธุ์                               
1919,สุรินทร์                                
1923,ชลบุรี                                  
1924,เชียงราย                                
1925,ชลบุรี                                  
1926,ตรัง                                    
1926,นนทบุรี                                 
1929,ราชบุรี                                 
1930,สมุทรปราการ                             
1931,กำแพงเพชร                               
1931,พิษณุโลก                                
1933,กำแพงเพชร                               
1934,เพชรบูรณ์                               
1935,สระแก้ว                                 
1935,อ่างทอง                                 
1936,ระนอง                                   
1936,สมุทรปราการ                             
1936,สมุทรสาคร                               
1937,บึงกาฬ                                  
1940,ตราด                                    
1940,สมุทรปราการ                             
1942,กำแพงเพชร                               
1943,ปัตตานี                                 
1948,ปราจีนบุรี                              
1949,ตาก                                     
1949,สมุทรสาคร                               
1951,ชลบุรี                                  
1951,เชียงราย                                
1954,สุราษฎร์ธานี                            
1957,กาฬสินธุ์                               
1957,สุรินทร์                                
1958,ปราจีนบุรี                              
1959,ระยอง                                   
1966,ยโสธร                                   
1966,อุตรดิตถ์                               
1967,สุราษฎร์ธานี                            
1970,พิษณุโลก                                
1973,กาฬสินธุ์                               
1974,บุรีรัมย์                               
1975,ระยอง                                   
1976,ปราจีนบุรี                              
1980,พะเยา                                   
1985,สมุทรสาคร                               
1987,เชียงราย                                
1988,กาฬสินธุ์                               
1989,ปัตตานี                                 
1990,พะเยา                                   
1991,ปราจีนบุรี                              
1991,ระนอง                                   
1994,นราธิวาส                                
2000,ตราด                                    
2001,กระบี่                                  
2003,สุรินทร์                                
2006,กระบี่                                  
2009,ขอนแก่น                                 
2010,ระยอง                                   
2010,อุตรดิตถ์                               
2015,อุตรดิตถ์                               
2019,ขอนแก่น                                 
2020,สุรินทร์                                
2022,พิษณุโลก                                
2024,ตรัง                                    
2024,สระแก้ว                                 
2027,ระนอง                                   
2028,นครพนม                                  
2029,ตราด                                    
2031,พังงา                                   
2033,นครปฐม                                  
2036,แม่ฮ่องสอน                              
2037,นครนายก                                 
2037,ปทุมธานี                                
2037,สุราษฎร์ธานี                            
2038,กำแพงเพชร                               
2042,นครนายก                                 
2043,ขอนแก่น                                 
2045,กระบี่                                  
2053,มุกดาหาร                                
2053,สระแก้ว                                 
2054,พิษณุโลก                                
2055,นนทบุรี                                 
2056,บุรีรัมย์                               
2056,สมุทรสาคร                               
2065,อุดรธานี                                
2066,ภูเก็ต                                  
2067,อ่างทอง                                 
2068,บุรีรัมย์                               
2069,สุรินทร์                                
2069,เพชรบูรณ์                               
2074,กาฬสินธุ์                               
2075,กระบี่                                  
2076,พังงา                                   
2077,นครนายก                                 
2084,ปทุมธานี                                
2086,กาฬสินธุ์                               
2087,พิษณุโลก                                
2087,ลำพูน                                   
2088,ชลบุรี                                  
2088,สิงห์บุรี                               
2088,อุตรดิตถ์                               
2089,ชลบุรี                                  
2090,นนทบุรี                                 
2093,ปทุมธานี                                
2095,ราชบุรี                                 
2096,ตราด                                    
2097,สุรินทร์                                
2097,อ่างทอง                                 
2103,สระแก้ว                                 
2104,ภูเก็ต                                  
2104,ระนอง                                   
2105,อ่างทอง                                 
2107,นครพนม                                  
2108,สิงห์บุรี                               
2109,นครปฐม                                  
2110,นครราชสีมา                              
2111,ระยอง                                   
2113,หนองบัวลำภู                             
2114,พิษณุโลก                                
2115,ตราด                                    
2115,ลำพูน                                   
2120,แม่ฮ่องสอน                              
2121,ระนอง                                   
2122,แม่ฮ่องสอน                              
2123,ระยอง                                   
2124,สระแก้ว                                 
2126,อ่างทอง                                 
2126,แม่ฮ่องสอน                              
2129,เพชรบูรณ์                               
2131,ปทุมธานี                                
2131,ระนอง                                   
2132,บุรีรัมย์                               
2133,นนทบุรี                                 
2137,อุดรธานี                                
2139,ตราด                                    
2140,มุกดาหาร                                
2142,บึงกาฬ                                  
2142,อุดรธานี                                
2148,ตรัง                                    
2149,พังงา                                   
2150,กำแพงเพชร                               
2152,มุกดาหาร                                
2152,ลำปาง                                   
2153,สมุทรปราการ                             
2154,นครราชสีมา                              
2154,ปัตตานี                                 
2154,พังงา                                   
2155,เพชรบูรณ์                               
2157,มุกดาหาร                                
2157,สิงห์บุรี                               
2160,ตาก                                     
2161,ลำพูน                                   
2163,กำแพงเพชร                               
2163,นครปฐม                                  
2166,ระยอง                                   
2167,นครนายก                                 
2167,ภูเก็ต                                  
2172,บุรีรัมย์                               
2174,ภูเก็ต                                  
2175,กาฬสินธุ์                               
2177,พะเยา                                   
2180,กาฬสินธุ์                               
2180,นนทบุรี                                 
2180,สมุทรสาคร                               
2181,เพชรบูรณ์                               
2182,พะเยา                                   
2188,บึงกาฬ                                  
2188,อุดรธานี                                
2189,สุรินทร์                                
2190,เชียงราย                                
2191,ระนอง                                   
2193,ระยอง                                   
2194,สุราษฎร์ธานี                            
2196,ภูเก็ต                                  
2196,สิงห์บุรี                               
2205,ภูเก็ต                                  
2206,นครปฐม                                  
2207,อุดรธานี                                
2209,ตาก                                     
2212,นราธิวาส                                
2214,สระแก้ว                                 
2219,ราชบุรี                                 
2220,ปทุมธานี                                
2220,อุตรดิตถ์                               
2221,บึงกาฬ                                  
2221,ราชบุรี                                 
2221,เชียงราย                                
2222,เชียงราย                                
2224,อุดรธานี                                
2227,ระนอง                                   
2229,ปทุมธานี                                
2229,พะเยา                                   
2232,สมุทรปราการ                             
2232,สุราษฎร์ธานี                            
2234,นครนายก                                 
2235,นครนายก                                 
2236,บึงกาฬ                                  
2236,หนองบัวลำภู                             
2237,ปัตตานี                                 
2238,พะเยา                                   
2242,กาฬสินธุ์                               
2244,ตราด                                    
2245,นราธิวาส                                
2245,ปทุมธานี                                
2246,แม่ฮ่องสอน                              
2248,นครปฐม                                  
2251,นครราชสีมา                              
2251,ลำปาง                                   
2256,ยโสธร                                   
2256,อุดรธานี                                
2258,บึงกาฬ                                  
2258,ลำปาง                                   
2260,สิงห์บุรี                               
2262,นครราชสีมา                              
2266,ระยอง                                   
2268,ตรัง                                    
2269,นครราชสีมา                              
2270,สุราษฎร์ธานี                            
2273,หนองบัวลำภู                             
2274,บุรีรัมย์                               
2275,นนทบุรี                                 
2276,ตาก                                     
2278,สมุทรสาคร                               
2280,นครพนม                                  
2281,สุรินทร์                                
2283,นนทบุรี                                 
2285,กำแพงเพชร                               
2287,ปราจีนบุรี                              
2288,เพชรบูรณ์                               
2291,ชลบุรี                                  
2291,นครปฐม                                  
2294,ลำพูน                                   
2295,นครพนม                                  
2295,พิษณุโลก                                
2296,ปัตตานี                                 
2297,บุรีรัมย์                               
2299,ตาก                                     
2300,เพชรบูรณ์                               
2303,เชียงราย                                
2306,สุราษฎร์ธานี                            
2312,สุรินทร์                                
2312,อุตรดิตถ์                               
2314,กำแพงเพชร                               
2314,พิษณุโลก                                
2314,สระแก้ว                                 
2314,หนองบัวลำภู                             
2316,เชียงราย                                
2317,สมุทรสาคร                               
2322,นนทบุรี                                 
2324,นราธิวาส                                
2327,ยโสธร                                   
2328,ภูเก็ต                                  
2328,สุราษฎร์ธานี                            
2330,ระนอง                                   
2331,นราธิวาส                                
2332,อุตรดิตถ์                               
2336,ปัตตานี                                 
2338,ภูเก็ต                                  
2339,ราชบุรี                                 
2343,แม่ฮ่องสอน                              
2344,กระบี่                                  
2348,เพชรบูรณ์                               
2349,ปัตตานี                                 
2353,บึงกาฬ                                  
2353,สมุทรสาคร                               
2354,นครราชสีมา                              
2355,นครนายก                                 
2355,นราธิวาส                                
2358,อุดรธานี                                
2361,ลำพูน                                   
2362,นครนายก                                 
2364,ยโสธร                                   
2369,หนองบัวลำภู                             
2370,พะเยา                                   
2370,แม่ฮ่องสอน                              
2371,นครปฐม                                  
2371,ระนอง                                   
2372,นครปฐม                                  
2381,ยโสธร                                   
2381,สระแก้ว                                 
2385,พะเยา                                   
2390,นครนายก                                 
2391,บึงกาฬ                                  
2391,พังงา                                   
2392,นครนายก                                 
2393,ปทุมธานี                                
2396,ตาก                                     
2396,ระนอง                                   
2399,ชลบุรี                                  
2399,เพชรบูรณ์                               
2404,ตาก                                     
2404,นครราชสีมา                              
2405,บุรีรัมย์                               
2406,สมุทรสาคร                               
2407,สมุทรปราการ                             
2408,ชลบุรี                                  
2411,ภูเก็ต                                  
2413,พังงา                                   
2414,ชลบุรี                                  
2420,นครพนม                                  
2420,ระนอง                                   
2421,พิษณุโลก                                
2421,เพชรบูรณ์                               
2422,ชลบุรี                                  
2423,นครนายก                                 
2424,ระนอง                                   
2429,กระบี่                                  
2429,พิษณุโลก                                
2429,ระนอง                                   
2433,พังงา                                   
2433,สุรินทร์                                
2434,สุรินทร์                                
2435,ระยอง                                   
2435,สมุทรปราการ                             
2435,อุดรธานี                                
2438,อ่างทอง                                 
2444,พังงา                                   
2446,สมุทรปราการ                             
2447,นครนายก                                 
2448,ยโสธร                                   
2456,กระบี่                                  
2457,กำแพงเพชร                               
2459,ปทุมธานี                                
2460,ชลบุรี                                  
2460,สุราษฎร์ธานี                            
2463,สมุทรปราการ                             
2465,สมุทรสาคร                               
2466,อุตรดิตถ์                               
2467,ชลบุรี                                  
2467,นครนายก                                 
2467,ลำพูน                                   
2471,ตราด                                    
2475,สุรินทร์                                
2477,กาฬสินธุ์                               
2477,ปัตตานี                                 
2477,ราชบุรี                                 
2477,สระแก้ว                                 
2478,ระนอง                                   
2480,ภูเก็ต                                  
2483,กำแพงเพชร                               
2483,พิษณุโลก                                
2483,อ่างทอง                                 
2484,ลำพูน                                   
2485,กาฬสินธุ์                               
2489,ตรัง                                    
2490,กาฬสินธุ์                               
2490,นนทบุรี                                 
2491,กำแพงเพชร                               
2491,ภูเก็ต                                  
2492,ตรัง                                    
2492,ระนอง                                   
2494,ขอนแก่น                                 
2494,ตรัง                                    
2495,ยโสธร                                   
2496,พิษณุโลก                                
2496,ภูเก็ต                                  
2500,ยโสธร                                   
2502,พะเยา                                   
2502,สิงห์บุรี                               
2503,หนองบัวลำภู                             
2508,ตรัง                                    
2511,สมุทรสาคร                               
2513,นราธิวาส                                
2520,บุรีรัมย์                               
2521,สมุทรสาคร                               
2521,เพชรบูรณ์                               
2523,ปทุมธานี                                
2523,หนองบัวลำภู                             
2527,อุดรธานี                                
2528,ลำปาง                                   
2531,เชียงราย                                
2532,พังงา                                   
2532,ยโสธร                                   
2533,ลำพูน                                   
2534,พังงา                                   
2538,นครนายก                                 
2544,หนองบัวลำภู                             
2546,มุกดาหาร                                
2547,ลำปาง                                   
2550,กาฬสินธุ์                               
2552,มุกดาหาร                                
2555,ระนอง                                   
2557,นครราชสีมา                              
2558,นราธิวาส                                
2558,ปทุมธานี                                
2559,อ่างทอง                                 
2560,พิษณุโลก                                
2563,นครนายก                                 
2563,สมุทรสาคร                               
2566,นราธิวาส                                
2570,พิษณุโลก                                
2570,สระแก้ว                                 
2573,ยโสธร                                   
2574,ปัตตานี                                 
2574,ลำพูน                                   
2576,เชียงราย                                
2581,กำแพงเพชร                               
2581,ตราด                                    
2581,นครปฐม                                  
2585,พะเยา                                   
2592,ยโสธร                                   
2602,นครนายก                                 
2603,นครพนม                                  
2604,หนองบัวลำภู                             
2606,เชียงราย                                
2617,สมุทรสาคร                               
2619,นครพนม                                  
2621,สระแก้ว                                 
2621,สุรินทร์                                
2627,ระนอง                                   
2628,พังงา                                   
2628,ราชบุรี                                 
2628,สระแก้ว                                 
2628,อ่างทอง                                 
2629,นครนายก                                 
2630,สุรินทร์                                
2632,แม่ฮ่องสอน                              
2638,สมุทรสาคร                               
2639,ตาก                                     
2639,แม่ฮ่องสอน                              
2640,ราชบุรี                                 
2640,อุดรธานี                                
2641,พังงา                                   
2642,กาฬสินธุ์                               
2642,ตราด                                    
2642,บุรีรัมย์                               
2643,แม่ฮ่องสอน                              
2644,อุดรธานี                                
2651,สระแก้ว                                 
2651,หนองบัวลำภู                             
2652,กระบี่                                  
2652,กำแพงเพชร                               
2653,ชลบุรี                                  
2653,ลำพูน                                   
2655,อ่างทอง                                 
2657,นครนายก                                 
2659,กาฬสินธุ์                               
2659,บึงกาฬ                                  
2663,ภูเก็ต                                  
2665,นครนายก                                 
2666,ยโสธร                                   
2667,นครพนม                                  
2667,ปทุมธานี                                
2669,ตรัง                                    
2669,สุรินทร์                                
2670,กาฬสินธุ์                               
2670,กำแพงเพชร                               
2672,บุรีรัมย์                               
2672,สุราษฎร์ธานี                            
2672,แม่ฮ่องสอน                              
2673,ตรัง                                    
2673,ระยอง                                   
2674,บุรีรัมย์                               
2676,สมุทรสาคร                               
2679,ยโสธร                                   
2681,ระยอง                                   
2682,เชียงราย                                
2683,กำแพงเพชร                               
2684,สุรินทร์                                
2685,นครพนม                                  
2685,พิษณุโลก                                
2686,ลำปาง                                   
2686,แม่ฮ่องสอน                              
2688,นครพนม                                  
2688,สมุทรปราการ                             
2689,นนทบุรี                                 
2692,ตาก                                     
2695,ภูเก็ต                                  
2696,พิษณุโลก                                
2712,หนองบัวลำภู                             
2718,ภูเก็ต                                  
2720,ตรัง                                    
2721,บุรีรัมย์                               
2721,หนองบัวลำภู                             
2722,สิงห์บุรี                               
2726,พิษณุโลก                                
2728,ชลบุรี                                  
2730,ตาก                                     
2732,นครนายก                                 
2732,ระยอง                                   
2732,อ่างทอง                                 
2733,กำแพงเพชร                               
2736,ลำปาง                                   
2738,ตราด                                    
2738,เชียงราย                                
2739,สมุทรสาคร                               
2739,สระแก้ว                                 
2740,พะเยา                                   
2740,เพชรบูรณ์                               
2741,ตราด                                    
2745,มุกดาหาร                                
2746,ปทุมธานี                                
2747,ลำปาง                                   
2748,ขอนแก่น                                 
2748,นครปฐม                                  
2749,ระนอง                                   
2749,หนองบัวลำภู                             
2749,เพชรบูรณ์                               
2752,ตาก                                     
2753,ลำปาง                                   
2755,ภูเก็ต                                  
2755,สิงห์บุรี                               
2756,สุราษฎร์ธานี                            
2761,ราชบุรี                                 
2761,อุดรธานี                                
2762,บุรีรัมย์                               
2762,สระแก้ว                                 
2762,อุตรดิตถ์                               
2765,นครปฐม                                  
2765,พะเยา                                   
2767,สิงห์บุรี                               
2771,บึงกาฬ                                  
2773,ตรัง                                    
2774,นครราชสีมา                              
2776,นครราชสีมา                              
2776,อุดรธานี                                
2779,ตรัง                                    
2780,หนองบัวลำภู                             
2780,อ่างทอง                                 
2781,ภูเก็ต                                  
2783,สุราษฎร์ธานี                            
2785,นครปฐม                                  
2786,นครนายก                                 
2787,ยโสธร                                   
2788,นครพนม                                  
