ip_id,label,n_huge_CR,n_huge_DR,diff_huge_train_CR_DR,n_ATM,n_Branch,n_CDM,n_CorporateConnect,n_EDC,n_KPlus,most_frequent_channel,n_CR_ATM,n_CR_Branch,n_CR_CDM,n_CR_CorporateConnect,n_CR_EDC,n_CR_KPlus,most_frequent_CR_channel,n_DR_ATM,n_DR_Branch,n_DR_CorporateConnect,n_DR_EDC,n_DR_KPlus,most_frequent_DR_channel,n_CR,n_DR,diff_n_CR_DR,most_frequent_tp,sum_amt_CR,sum_amt_DR,diff_sum_amt_CR_DR,sum_amt_CR_per_month,sum_amt_DR_per_month,max_sum_amt_tp,avg_amt_CR,avg_amt_DR,diff_avg_amt_CR_DR,max_avg_amt_tp
483,0.0,0,0,0,7.0,9.0,3.0,6.0,4.0,3.0,n_Branch,3.0,3.0,3.0,4.0,0.0,1.0,n_CR_CorporateConnect,4.0,6.0,2.0,4.0,2.0,n_DR_Branch,14,18,-4,n_DR,95390.0,88393.0,6997.0,6813.571428571428,6313.785714285715,sum_amt_CR,6813.571428571428,4910.722222222223,1902.8492063492058,avg_amt_CR
484,0.0,0,0,0,7.0,11.0,5.0,11.0,7.0,8.0,n_Branch,4.0,6.0,5.0,7.0,0.0,3.0,n_CR_CorporateConnect,3.0,5.0,4.0,7.0,5.0,n_DR_EDC,25,24,1,n_CR,143330.0,131242.0,12088.0,10237.857142857143,9374.42857142857,sum_amt_CR,5733.2,5468.416666666667,264.78333333333285,avg_amt_CR
485,0.0,0,0,0,7.0,4.0,6.0,11.0,4.0,8.0,n_CorporateConnect,2.0,2.0,6.0,6.0,0.0,5.0,n_CR_CDM,5.0,2.0,5.0,4.0,3.0,n_DR_ATM,21,19,2,n_CR,93116.0,113993.0,-20877.0,6651.142857142857,8142.357142857143,sum_amt_DR,4434.0952380952385,5999.631578947368,-1565.5363408521298,avg_amt_DR
486,0.0,0,0,0,10.0,8.0,4.0,3.0,4.0,8.0,n_ATM,7.0,4.0,4.0,1.0,0.0,3.0,n_CR_ATM,3.0,4.0,2.0,4.0,5.0,n_DR_KPlus,19,18,1,n_CR,100462.0,113475.0,-13013.0,7175.857142857143,8105.357142857143,sum_amt_DR,5287.473684210527,6304.166666666667,-1016.6929824561403,avg_amt_DR
487,0.0,0,0,0,6.0,6.0,2.0,6.0,2.0,7.0,n_KPlus,3.0,2.0,2.0,4.0,0.0,4.0,n_CR_CorporateConnect,3.0,4.0,2.0,2.0,3.0,n_DR_Branch,15,14,1,n_CR,94384.0,68450.0,25934.0,6741.714285714285,4889.285714285715,sum_amt_CR,6292.266666666666,4889.285714285715,1402.9809523809517,avg_amt_CR
488,0.0,0,0,0,3.0,3.0,1.0,14.0,6.0,4.0,n_CorporateConnect,0.0,1.0,1.0,6.0,0.0,2.0,n_CR_CorporateConnect,3.0,2.0,8.0,6.0,2.0,n_DR_CorporateConnect,10,21,-11,n_DR,72217.0,99941.0,-27724.0,5158.357142857143,7138.642857142857,sum_amt_DR,7221.7,4759.0952380952385,2462.6047619047613,avg_amt_CR
489,0.0,0,0,0,5.0,9.0,4.0,8.0,4.0,8.0,n_Branch,4.0,5.0,4.0,4.0,0.0,6.0,n_CR_KPlus,1.0,4.0,4.0,4.0,2.0,n_DR_Branch,23,15,8,n_CR,97924.0,82271.0,15653.0,6994.571428571428,5876.5,sum_amt_CR,4257.565217391304,5484.733333333334,-1227.1681159420295,avg_amt_DR
490,0.0,0,0,0,8.0,6.0,5.0,6.0,6.0,9.0,n_KPlus,4.0,3.0,5.0,4.0,0.0,3.0,n_CR_CDM,4.0,3.0,2.0,6.0,6.0,n_DR_EDC,19,21,-2,n_DR,107634.0,129558.0,-21924.0,7688.142857142857,9254.142857142857,sum_amt_DR,5664.9473684210525,6169.428571428572,-504.48120300751907,avg_amt_DR
491,0.0,0,0,0,5.0,7.0,4.0,5.0,6.0,9.0,n_KPlus,2.0,4.0,4.0,5.0,0.0,5.0,n_CR_CorporateConnect,3.0,3.0,0.0,6.0,4.0,n_DR_EDC,20,16,4,n_CR,88395.0,76529.0,11866.0,6313.928571428572,5466.357142857143,sum_amt_CR,4419.75,4783.0625,-363.3125,avg_amt_DR
492,0.0,0,0,0,6.0,7.0,3.0,10.0,3.0,6.0,n_CorporateConnect,5.0,2.0,3.0,5.0,0.0,2.0,n_CR_ATM,1.0,5.0,5.0,3.0,4.0,n_DR_Branch,17,18,-1,n_DR,101459.0,102816.0,-1357.0,7247.071428571428,7344.0,sum_amt_DR,5968.176470588235,5712.0,256.17647058823513,avg_amt_CR
493,0.0,0,0,0,6.0,6.0,10.0,5.0,2.0,5.0,n_CDM,2.0,1.0,10.0,3.0,0.0,3.0,n_CR_CDM,4.0,5.0,2.0,2.0,2.0,n_DR_Branch,19,15,4,n_CR,102028.0,108931.0,-6903.0,7287.714285714285,7780.785714285715,sum_amt_DR,5369.894736842105,7262.066666666667,-1892.1719298245616,avg_amt_DR
494,0.0,0,0,0,8.0,10.0,2.0,8.0,5.0,6.0,n_Branch,8.0,5.0,2.0,3.0,0.0,4.0,n_CR_ATM,0.0,5.0,5.0,5.0,2.0,n_DR_Branch,22,17,5,n_CR,109712.0,84769.0,24943.0,7836.571428571428,6054.928571428572,sum_amt_CR,4986.909090909091,4986.411764705882,0.49732620320901333,avg_amt_CR
495,0.0,0,0,0,10.0,9.0,3.0,4.0,4.0,6.0,n_ATM,6.0,4.0,3.0,3.0,0.0,1.0,n_CR_ATM,4.0,5.0,1.0,4.0,5.0,n_DR_Branch,17,19,-2,n_DR,71009.0,84658.0,-13649.0,5072.071428571428,6047.0,sum_amt_DR,4177.0,4455.684210526316,-278.68421052631584,avg_amt_DR
496,0.0,0,0,0,4.0,4.0,3.0,3.0,7.0,9.0,n_KPlus,3.0,2.0,3.0,2.0,0.0,4.0,n_CR_KPlus,1.0,2.0,1.0,7.0,5.0,n_DR_EDC,14,16,-2,n_DR,77110.0,92065.0,-14955.0,5507.857142857143,6576.071428571428,sum_amt_DR,5507.857142857143,5754.0625,-246.20535714285688,avg_amt_DR
497,0.0,0,0,0,8.0,4.0,6.0,7.0,4.0,3.0,n_ATM,4.0,1.0,6.0,3.0,0.0,0.0,n_CR_CDM,4.0,3.0,4.0,4.0,3.0,n_DR_ATM,14,18,-4,n_DR,74528.0,124957.0,-50429.0,5323.428571428572,8925.5,sum_amt_DR,5323.428571428572,6942.055555555556,-1618.626984126984,avg_amt_DR
498,0.0,0,0,0,7.0,7.0,3.0,6.0,3.0,8.0,n_KPlus,4.0,6.0,3.0,2.0,0.0,5.0,n_CR_Branch,3.0,1.0,4.0,3.0,3.0,n_DR_CorporateConnect,20,14,6,n_CR,128480.0,70736.0,57744.0,9177.142857142857,5052.571428571428,sum_amt_CR,6424.0,5052.571428571428,1371.4285714285716,avg_amt_CR
499,0.0,0,0,0,2.0,4.0,3.0,6.0,6.0,4.0,n_CorporateConnect,1.0,3.0,3.0,2.0,0.0,1.0,n_CR_Branch,1.0,1.0,4.0,6.0,3.0,n_DR_EDC,10,15,-5,n_DR,17117.0,77927.0,-60810.0,1222.642857142857,5566.214285714285,sum_amt_DR,1711.7,5195.133333333333,-3483.4333333333334,avg_amt_DR
500,0.0,0,0,0,9.0,5.0,5.0,6.0,1.0,11.0,n_KPlus,2.0,0.0,5.0,3.0,0.0,4.0,n_CR_CDM,7.0,5.0,3.0,1.0,7.0,n_DR_ATM,14,23,-9,n_DR,61612.0,157392.0,-95780.0,4400.857142857143,11242.285714285714,sum_amt_DR,4400.857142857143,6843.130434782609,-2442.273291925466,avg_amt_DR
501,0.0,0,0,0,4.0,6.0,6.0,7.0,4.0,8.0,n_KPlus,3.0,4.0,6.0,4.0,0.0,3.0,n_CR_CDM,1.0,2.0,3.0,4.0,5.0,n_DR_KPlus,20,15,5,n_CR,79784.0,77286.0,2498.0,5698.857142857143,5520.428571428572,sum_amt_CR,3989.2,5152.4,-1163.1999999999998,avg_amt_DR
502,0.0,0,0,0,11.0,6.0,2.0,4.0,5.0,6.0,n_ATM,7.0,5.0,2.0,1.0,0.0,2.0,n_CR_ATM,4.0,1.0,3.0,5.0,4.0,n_DR_EDC,17,17,0,n_CR,88759.0,74098.0,14661.0,6339.928571428572,5292.714285714285,sum_amt_CR,5221.117647058823,4358.705882352941,862.411764705882,avg_amt_CR
503,0.0,0,0,0,9.0,7.0,3.0,8.0,1.0,11.0,n_KPlus,2.0,3.0,3.0,6.0,0.0,6.0,n_CR_CorporateConnect,7.0,4.0,2.0,1.0,5.0,n_DR_ATM,20,19,1,n_CR,77034.0,117676.0,-40642.0,5502.428571428572,8405.42857142857,sum_amt_DR,3851.7,6193.473684210527,-2341.773684210527,avg_amt_DR
504,0.0,0,0,0,13.0,6.0,3.0,9.0,7.0,7.0,n_ATM,7.0,1.0,3.0,2.0,0.0,2.0,n_CR_ATM,6.0,5.0,7.0,7.0,5.0,n_DR_CorporateConnect,15,30,-15,n_DR,59233.0,180958.0,-121725.0,4230.928571428572,12925.57142857143,sum_amt_DR,3948.866666666667,6031.933333333333,-2083.0666666666666,avg_amt_DR
505,0.0,0,0,0,11.0,13.0,1.0,6.0,2.0,7.0,n_Branch,4.0,5.0,1.0,3.0,0.0,3.0,n_CR_Branch,7.0,8.0,3.0,2.0,4.0,n_DR_Branch,16,24,-8,n_DR,81258.0,114986.0,-33728.0,5804.142857142857,8213.285714285714,sum_amt_DR,5078.625,4791.083333333333,287.54166666666697,avg_amt_CR
506,0.0,0,0,0,5.0,13.0,3.0,10.0,9.0,10.0,n_Branch,3.0,8.0,3.0,6.0,0.0,5.0,n_CR_Branch,2.0,5.0,4.0,9.0,5.0,n_DR_EDC,25,25,0,n_CR,166394.0,128820.0,37574.0,11885.285714285714,9201.42857142857,sum_amt_CR,6655.76,5152.8,1502.96,avg_amt_CR
507,0.0,0,0,0,16.0,7.0,3.0,12.0,2.0,9.0,n_ATM,11.0,3.0,3.0,7.0,0.0,2.0,n_CR_ATM,5.0,4.0,5.0,2.0,7.0,n_DR_KPlus,26,23,3,n_CR,138471.0,111884.0,26587.0,9890.785714285714,7991.714285714285,sum_amt_CR,5325.807692307692,4864.521739130435,461.2859531772574,avg_amt_CR
508,0.0,0,0,0,8.0,5.0,5.0,4.0,4.0,5.0,n_ATM,5.0,2.0,5.0,3.0,0.0,4.0,n_CR_ATM,3.0,3.0,1.0,4.0,1.0,n_DR_EDC,19,12,7,n_CR,126233.0,61992.0,64241.0,9016.642857142857,4428.0,sum_amt_CR,6643.8421052631575,5166.0,1477.8421052631575,avg_amt_CR
509,0.0,0,0,0,14.0,9.0,0.0,10.0,4.0,5.0,n_ATM,6.0,5.0,0.0,4.0,0.0,4.0,n_CR_ATM,8.0,4.0,6.0,4.0,1.0,n_DR_ATM,19,23,-4,n_DR,112144.0,143318.0,-31174.0,8010.285714285715,10237.0,sum_amt_DR,5902.315789473684,6231.217391304348,-328.9016018306638,avg_amt_DR
510,0.0,0,0,0,5.0,10.0,2.0,9.0,5.0,7.0,n_Branch,2.0,5.0,2.0,3.0,0.0,3.0,n_CR_Branch,3.0,5.0,6.0,5.0,4.0,n_DR_CorporateConnect,15,23,-8,n_DR,63068.0,147607.0,-84539.0,4504.857142857143,10543.357142857143,sum_amt_DR,4204.533333333334,6417.695652173913,-2213.1623188405792,avg_amt_DR
511,0.0,0,0,0,13.0,6.0,4.0,7.0,2.0,8.0,n_ATM,9.0,2.0,4.0,5.0,0.0,7.0,n_CR_ATM,4.0,4.0,2.0,2.0,1.0,n_DR_ATM,27,13,14,n_CR,147014.0,71837.0,75177.0,10501.0,5131.214285714285,sum_amt_CR,5444.962962962963,5525.923076923077,-80.96011396011454,avg_amt_DR
512,0.0,0,0,0,9.0,7.0,4.0,5.0,9.0,3.0,n_ATM,2.0,3.0,4.0,2.0,0.0,0.0,n_CR_CDM,7.0,4.0,3.0,9.0,3.0,n_DR_EDC,11,26,-15,n_DR,45178.0,158364.0,-113186.0,3227.0,11311.714285714286,sum_amt_DR,4107.090909090909,6090.923076923077,-1983.8321678321681,avg_amt_DR
513,0.0,0,0,0,9.0,3.0,4.0,7.0,3.0,10.0,n_KPlus,6.0,2.0,4.0,2.0,0.0,6.0,n_CR_ATM,3.0,1.0,5.0,3.0,4.0,n_DR_CorporateConnect,20,16,4,n_CR,120714.0,82806.0,37908.0,8622.42857142857,5914.714285714285,sum_amt_CR,6035.7,5175.375,860.3249999999998,avg_amt_CR
514,0.0,0,0,0,10.0,6.0,4.0,12.0,4.0,6.0,n_CorporateConnect,5.0,3.0,4.0,6.0,0.0,3.0,n_CR_CorporateConnect,5.0,3.0,6.0,4.0,3.0,n_DR_CorporateConnect,21,21,0,n_CR,109140.0,137535.0,-28395.0,7795.714285714285,9823.92857142857,sum_amt_DR,5197.142857142857,6549.285714285715,-1352.1428571428578,avg_amt_DR
515,0.0,0,0,0,9.0,5.0,2.0,7.0,3.0,8.0,n_ATM,5.0,3.0,2.0,3.0,0.0,4.0,n_CR_ATM,4.0,2.0,4.0,3.0,4.0,n_DR_ATM,17,17,0,n_CR,83682.0,73505.0,10177.0,5977.285714285715,5250.357142857143,sum_amt_CR,4922.470588235294,4323.823529411765,598.6470588235288,avg_amt_CR
516,0.0,0,0,0,7.0,6.0,1.0,9.0,3.0,5.0,n_CorporateConnect,3.0,4.0,1.0,2.0,0.0,3.0,n_CR_Branch,4.0,2.0,7.0,3.0,2.0,n_DR_CorporateConnect,13,18,-5,n_DR,73328.0,70290.0,3038.0,5237.714285714285,5020.714285714285,sum_amt_CR,5640.615384615385,3905.0,1735.6153846153848,avg_amt_CR
517,0.0,0,0,0,11.0,13.0,8.0,6.0,5.0,11.0,n_Branch,5.0,5.0,8.0,2.0,0.0,3.0,n_CR_CDM,6.0,8.0,4.0,5.0,8.0,n_DR_Branch,23,31,-8,n_DR,113914.0,165125.0,-51211.0,8136.714285714285,11794.642857142857,sum_amt_DR,4952.782608695652,5326.612903225807,-373.8302945301548,avg_amt_DR
518,0.0,0,0,0,9.0,10.0,3.0,12.0,6.0,9.0,n_CorporateConnect,4.0,4.0,3.0,6.0,0.0,7.0,n_CR_KPlus,5.0,6.0,6.0,6.0,2.0,n_DR_Branch,24,25,-1,n_DR,159758.0,123502.0,36256.0,11411.285714285714,8821.57142857143,sum_amt_CR,6656.583333333333,4940.08,1716.503333333333,avg_amt_CR
519,0.0,0,0,0,8.0,5.0,3.0,5.0,6.0,5.0,n_ATM,5.0,2.0,3.0,4.0,0.0,0.0,n_CR_ATM,3.0,3.0,1.0,6.0,5.0,n_DR_EDC,14,18,-4,n_DR,76653.0,107227.0,-30574.0,5475.214285714285,7659.071428571428,sum_amt_DR,5475.214285714285,5957.055555555556,-481.84126984127033,avg_amt_DR
520,0.0,0,0,0,9.0,8.0,2.0,7.0,5.0,7.0,n_ATM,3.0,5.0,2.0,3.0,0.0,2.0,n_CR_Branch,6.0,3.0,4.0,5.0,5.0,n_DR_ATM,15,23,-8,n_DR,90722.0,133358.0,-42636.0,6480.142857142857,9525.57142857143,sum_amt_DR,6048.133333333333,5798.173913043478,249.9594202898552,avg_amt_CR
521,0.0,0,0,0,5.0,7.0,6.0,7.0,2.0,11.0,n_KPlus,4.0,5.0,6.0,2.0,0.0,3.0,n_CR_CDM,1.0,2.0,5.0,2.0,8.0,n_DR_KPlus,20,18,2,n_CR,87461.0,106550.0,-19089.0,6247.214285714285,7610.714285714285,sum_amt_DR,4373.05,5919.444444444444,-1546.3944444444442,avg_amt_DR
522,0.0,0,0,0,6.0,7.0,3.0,6.0,0.0,5.0,n_Branch,5.0,2.0,3.0,5.0,0.0,4.0,n_CR_ATM,1.0,5.0,1.0,0.0,1.0,n_DR_Branch,19,8,11,n_CR,93655.0,45519.0,48136.0,6689.642857142857,3251.3571428571427,sum_amt_CR,4929.210526315789,5689.875,-760.6644736842109,avg_amt_DR
523,0.0,0,0,0,8.0,12.0,2.0,11.0,7.0,7.0,n_Branch,7.0,8.0,2.0,5.0,0.0,1.0,n_CR_Branch,1.0,4.0,6.0,7.0,6.0,n_DR_EDC,23,24,-1,n_DR,108329.0,133365.0,-25036.0,7737.785714285715,9526.07142857143,sum_amt_DR,4709.95652173913,5556.875,-846.91847826087,avg_amt_DR
524,0.0,0,0,0,4.0,10.0,5.0,6.0,1.0,10.0,n_Branch,2.0,5.0,5.0,3.0,0.0,5.0,n_CR_Branch,2.0,5.0,3.0,1.0,5.0,n_DR_Branch,20,16,4,n_CR,123282.0,82496.0,40786.0,8805.857142857143,5892.571428571428,sum_amt_CR,6164.1,5156.0,1008.1000000000004,avg_amt_CR
525,0.0,0,0,0,7.0,3.0,4.0,9.0,1.0,6.0,n_CorporateConnect,2.0,1.0,4.0,6.0,0.0,4.0,n_CR_CorporateConnect,5.0,2.0,3.0,1.0,2.0,n_DR_ATM,17,13,4,n_CR,71307.0,55508.0,15799.0,5093.357142857143,3964.8571428571427,sum_amt_CR,4194.529411764706,4269.846153846154,-75.31674208144796,avg_amt_DR
526,0.0,0,0,0,10.0,11.0,2.0,12.0,7.0,9.0,n_CorporateConnect,5.0,6.0,2.0,9.0,0.0,3.0,n_CR_CorporateConnect,5.0,5.0,3.0,7.0,6.0,n_DR_EDC,25,26,-1,n_DR,117659.0,160578.0,-42919.0,8404.214285714286,11469.857142857143,sum_amt_DR,4706.36,6176.076923076923,-1469.7169230769232,avg_amt_DR
527,0.0,0,0,0,12.0,5.0,6.0,8.0,5.0,5.0,n_ATM,7.0,3.0,6.0,6.0,1.0,4.0,n_CR_ATM,5.0,2.0,2.0,4.0,1.0,n_DR_ATM,27,14,13,n_CR,138212.0,40095.0,98117.0,9872.285714285714,2863.9285714285716,sum_amt_CR,5118.962962962963,2863.9285714285716,2255.034391534391,avg_amt_CR
528,0.0,0,0,0,6.0,7.0,2.0,11.0,3.0,5.0,n_CorporateConnect,4.0,3.0,2.0,4.0,0.0,3.0,n_CR_ATM,2.0,4.0,7.0,3.0,2.0,n_DR_CorporateConnect,16,18,-2,n_DR,91125.0,93635.0,-2510.0,6508.928571428572,6688.214285714285,sum_amt_DR,5695.3125,5201.944444444444,493.36805555555566,avg_amt_CR
529,0.0,0,0,0,8.0,5.0,5.0,10.0,1.0,10.0,n_CorporateConnect,7.0,4.0,5.0,2.0,0.0,6.0,n_CR_ATM,1.0,1.0,8.0,1.0,4.0,n_DR_CorporateConnect,24,15,9,n_CR,130149.0,69615.0,60534.0,9296.357142857143,4972.5,sum_amt_CR,5422.875,4641.0,781.875,avg_amt_CR
530,0.0,0,0,0,4.0,3.0,1.0,3.0,2.0,4.0,n_ATM,2.0,2.0,1.0,1.0,0.0,4.0,n_CR_KPlus,2.0,1.0,2.0,2.0,0.0,n_DR_ATM,10,7,3,n_CR,37034.0,69475.0,-32441.0,2645.285714285714,4962.5,sum_amt_DR,3703.4,9925.0,-6221.6,avg_amt_DR
531,0.0,0,0,0,5.0,3.0,8.0,7.0,4.0,2.0,n_CDM,2.0,0.0,8.0,7.0,0.0,0.0,n_CR_CDM,3.0,3.0,0.0,4.0,2.0,n_DR_EDC,17,12,5,n_CR,74215.0,74978.0,-763.0,5301.071428571428,5355.571428571428,sum_amt_DR,4365.588235294118,6248.166666666667,-1882.578431372549,avg_amt_DR
532,0.0,0,0,0,7.0,11.0,3.0,6.0,3.0,6.0,n_Branch,3.0,6.0,3.0,4.0,0.0,3.0,n_CR_Branch,4.0,5.0,2.0,3.0,3.0,n_DR_Branch,19,17,2,n_CR,115101.0,93254.0,21847.0,8221.5,6661.0,sum_amt_CR,6057.9473684210525,5485.529411764706,572.4179566563462,avg_amt_CR
533,0.0,0,0,0,9.0,4.0,1.0,5.0,2.0,12.0,n_KPlus,4.0,3.0,1.0,2.0,0.0,5.0,n_CR_KPlus,5.0,1.0,3.0,2.0,7.0,n_DR_KPlus,15,18,-3,n_DR,92462.0,92668.0,-206.0,6604.428571428572,6619.142857142857,sum_amt_DR,6164.133333333333,5148.222222222223,1015.9111111111106,avg_amt_CR
534,0.0,0,0,0,8.0,10.0,2.0,4.0,1.0,12.0,n_KPlus,5.0,6.0,2.0,2.0,0.0,9.0,n_CR_KPlus,3.0,4.0,2.0,1.0,3.0,n_DR_Branch,24,13,11,n_CR,140540.0,73159.0,67381.0,10038.57142857143,5225.642857142857,sum_amt_CR,5855.833333333333,5627.615384615385,228.21794871794827,avg_amt_CR
535,0.0,0,0,0,6.0,8.0,3.0,9.0,7.0,5.0,n_CorporateConnect,3.0,4.0,3.0,4.0,0.0,0.0,n_CR_Branch,3.0,4.0,5.0,7.0,5.0,n_DR_EDC,14,24,-10,n_DR,55305.0,155688.0,-100383.0,3950.3571428571427,11120.57142857143,sum_amt_DR,3950.3571428571427,6487.0,-2536.6428571428573,avg_amt_DR
536,0.0,0,0,0,3.0,7.0,6.0,12.0,7.0,5.0,n_CorporateConnect,1.0,3.0,6.0,8.0,0.0,4.0,n_CR_CorporateConnect,2.0,4.0,4.0,7.0,1.0,n_DR_EDC,22,18,4,n_CR,100265.0,72269.0,27996.0,7161.785714285715,5162.071428571428,sum_amt_CR,4557.5,4014.9444444444443,542.5555555555557,avg_amt_CR
537,0.0,0,0,0,8.0,7.0,3.0,6.0,2.0,11.0,n_KPlus,4.0,3.0,3.0,4.0,0.0,5.0,n_CR_KPlus,4.0,4.0,2.0,2.0,6.0,n_DR_KPlus,19,18,1,n_CR,99781.0,100087.0,-306.0,7127.214285714285,7149.071428571428,sum_amt_DR,5251.631578947368,5560.388888888889,-308.75730994152036,avg_amt_DR
538,0.0,0,0,0,6.0,8.0,7.0,3.0,3.0,13.0,n_KPlus,5.0,5.0,7.0,1.0,0.0,5.0,n_CR_CDM,1.0,3.0,2.0,3.0,8.0,n_DR_KPlus,23,17,6,n_CR,159079.0,96929.0,62150.0,11362.785714285714,6923.5,sum_amt_CR,6916.478260869565,5701.705882352941,1214.7723785166236,avg_amt_CR
539,0.0,0,0,0,9.0,6.0,1.0,7.0,3.0,6.0,n_ATM,4.0,2.0,1.0,4.0,0.0,2.0,n_CR_ATM,5.0,4.0,3.0,3.0,4.0,n_DR_ATM,13,19,-6,n_DR,92237.0,122893.0,-30656.0,6588.357142857143,8778.07142857143,sum_amt_DR,7095.153846153846,6468.0526315789475,627.1012145748982,avg_amt_CR
540,0.0,0,0,0,10.0,10.0,3.0,4.0,3.0,7.0,n_ATM,3.0,2.0,3.0,4.0,0.0,6.0,n_CR_KPlus,7.0,8.0,0.0,3.0,1.0,n_DR_Branch,18,19,-1,n_DR,83902.0,101322.0,-17420.0,5993.0,7237.285714285715,sum_amt_DR,4661.222222222223,5332.736842105263,-671.5146198830407,avg_amt_DR
541,0.0,0,0,0,5.0,5.0,4.0,10.0,5.0,7.0,n_CorporateConnect,1.0,4.0,4.0,9.0,0.0,2.0,n_CR_CorporateConnect,4.0,1.0,1.0,5.0,5.0,n_DR_EDC,20,16,4,n_CR,134496.0,56795.0,77701.0,9606.857142857143,4056.785714285714,sum_amt_CR,6724.8,3549.6875,3175.1125,avg_amt_CR
542,0.0,0,0,0,7.0,5.0,5.0,5.0,4.0,12.0,n_KPlus,4.0,4.0,5.0,1.0,0.0,4.0,n_CR_CDM,3.0,1.0,4.0,4.0,8.0,n_DR_KPlus,18,20,-2,n_DR,87980.0,78878.0,9102.0,6284.285714285715,5634.142857142857,sum_amt_CR,4887.777777777777,3943.9,943.8777777777773,avg_amt_CR
543,0.0,0,0,0,6.0,4.0,4.0,8.0,6.0,10.0,n_KPlus,3.0,2.0,4.0,6.0,0.0,5.0,n_CR_CorporateConnect,3.0,2.0,2.0,6.0,5.0,n_DR_EDC,20,18,2,n_CR,93031.0,93425.0,-394.0,6645.071428571428,6673.214285714285,sum_amt_DR,4651.55,5190.277777777777,-538.7277777777772,avg_amt_DR
544,0.0,0,0,0,9.0,9.0,1.0,10.0,5.0,7.0,n_CorporateConnect,5.0,5.0,1.0,6.0,0.0,4.0,n_CR_CorporateConnect,4.0,4.0,4.0,5.0,3.0,n_DR_EDC,21,20,1,n_CR,113314.0,119904.0,-6590.0,8093.857142857143,8564.57142857143,sum_amt_DR,5395.9047619047615,5995.2,-599.2952380952383,avg_amt_DR
545,0.0,0,0,0,5.0,9.0,6.0,3.0,1.0,9.0,n_Branch,2.0,5.0,6.0,1.0,0.0,7.0,n_CR_KPlus,3.0,4.0,2.0,1.0,2.0,n_DR_Branch,21,12,9,n_CR,138707.0,53606.0,85101.0,9907.642857142857,3829.0,sum_amt_CR,6605.0952380952385,4467.166666666667,2137.9285714285716,avg_amt_CR
546,0.0,0,0,0,8.0,6.0,4.0,1.0,5.0,5.0,n_ATM,3.0,3.0,4.0,0.0,0.0,3.0,n_CR_CDM,5.0,3.0,1.0,5.0,2.0,n_DR_ATM,13,16,-3,n_DR,70100.0,88224.0,-18124.0,5007.142857142857,6301.714285714285,sum_amt_DR,5392.307692307692,5514.0,-121.69230769230762,avg_amt_DR
547,0.0,0,0,0,6.0,15.0,7.0,3.0,4.0,17.0,n_KPlus,2.0,8.0,7.0,1.0,0.0,10.0,n_CR_KPlus,4.0,7.0,2.0,4.0,7.0,n_DR_Branch,28,24,4,n_CR,151858.0,152422.0,-564.0,10847.0,10887.285714285714,sum_amt_DR,5423.5,6350.916666666667,-927.416666666667,avg_amt_DR
548,0.0,0,0,0,5.0,7.0,2.0,9.0,1.0,11.0,n_KPlus,3.0,5.0,2.0,5.0,0.0,3.0,n_CR_Branch,2.0,2.0,4.0,1.0,8.0,n_DR_KPlus,18,17,1,n_CR,129050.0,69135.0,59915.0,9217.857142857143,4938.214285714285,sum_amt_CR,7169.444444444444,4066.764705882353,3102.679738562091,avg_amt_CR
549,0.0,0,0,0,8.0,8.0,2.0,6.0,2.0,11.0,n_KPlus,5.0,6.0,2.0,1.0,0.0,8.0,n_CR_KPlus,3.0,2.0,5.0,2.0,3.0,n_DR_CorporateConnect,22,15,7,n_CR,122847.0,117644.0,5203.0,8774.785714285714,8403.142857142857,sum_amt_CR,5583.954545454545,7842.933333333333,-2258.9787878787884,avg_amt_DR
550,0.0,0,0,0,3.0,5.0,0.0,6.0,3.0,3.0,n_CorporateConnect,1.0,2.0,0.0,3.0,0.0,2.0,n_CR_CorporateConnect,2.0,3.0,3.0,3.0,1.0,n_DR_Branch,8,12,-4,n_DR,44135.0,47081.0,-2946.0,3152.5,3362.9285714285716,sum_amt_DR,5516.875,3923.4166666666665,1593.4583333333335,avg_amt_CR
551,0.0,0,0,0,9.0,4.0,8.0,3.0,4.0,8.0,n_ATM,7.0,1.0,8.0,2.0,0.0,3.0,n_CR_CDM,2.0,3.0,1.0,4.0,5.0,n_DR_KPlus,21,15,6,n_CR,107894.0,64158.0,43736.0,7706.714285714285,4582.714285714285,sum_amt_CR,5137.809523809524,4277.2,860.609523809524,avg_amt_CR
552,0.0,0,0,0,10.0,10.0,7.0,5.0,7.0,11.0,n_KPlus,7.0,6.0,7.0,3.0,0.0,8.0,n_CR_KPlus,3.0,4.0,2.0,7.0,3.0,n_DR_EDC,31,19,12,n_CR,133937.0,122586.0,11351.0,9566.92857142857,8756.142857142857,sum_amt_CR,4320.548387096775,6451.894736842105,-2131.3463497453304,avg_amt_DR
553,0.0,0,0,0,13.0,4.0,4.0,13.0,1.0,7.0,n_ATM,5.0,4.0,4.0,6.0,0.0,4.0,n_CR_CorporateConnect,8.0,0.0,7.0,1.0,3.0,n_DR_ATM,23,19,4,n_CR,119075.0,71898.0,47177.0,8505.357142857143,5135.571428571428,sum_amt_CR,5177.173913043478,3784.1052631578946,1393.0686498855835,avg_amt_CR
